org,org_type,ein,name,exempt_type,match_confidence,filer_name,filer_name_norm,method,verified,details
Coalition for Growth & Opportunity,4.0,844306037.0,Guilderland Coalition For Responsible Growth Inc,4.0,87.77517,,,auto,0.0,Not included in top 3 results.
Coalition for Growth & Opportunity,4.0,832134878.0,Coalition For Responsible Growth In Avon Inc,4.0,81.36322,Coalition for Responsible Growth in Avon Inc,coalition responsible growth in avon,auto,0.0,Not included in top 3 results.
Coalition for Growth & Opportunity,4.0,20715384.0,Illinois Coalition For Jobs Growth And Prosperity,4.0,81.36322,,,auto,0.0,Not included in top 3 results.
Coalition for Growth & Opportunity,4.0,204812245.0,Arkansas Coalition Of Housing &neighborhood Growth For Empowerment,3.0,74.20097,ARKANSAS COALITION OF HOUSING &NEIGHBORHOOD GROWTH FOR EMPOWERMENT,arkansas coalition housing neighborhood growth empowerment,auto,0.0,Not included in top 3 results.
Coalition for Growth & Opportunity,4.0,311713681.0,Smart Growth Coalition For Greater Cincinnati And Northern Kentucky,3.0,70.99367,,,auto,0.0,Not included in top 3 results.
Coalition for Growth & Opportunity,4.0,850427985.0,Coalition Of Arizona New Mexico Counties For Stable Economic Growt,4.0,60.579636,COALITION OF ARIZONA NEW MEXICO COUNTIES FOR STABLE ECONOMIC GROWT,coalition arizona new mexico counties stable economic growt,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,391785179.0,Fair Wisconsin Inc,4.0,91.41748,FAIR WISCONSIN INC,fair wisconsin,manual,,
Fair Wisconsin,4.0,824723623.0,Play Fair Wisconsin Inc,3.0,82.85509,,,manual,,
Fair Wisconsin,4.0,20559730.0,Fair Wisconsin Education Fund Inc,3.0,75.76161,,,manual,,
Fair Wisconsin,4.0,392012987.0,Wisconsin Fair Housing Foundation Inc,3.0,75.76161,WISCONSIN FAIR HOUSING FOUNDATION INC,wisconsin fair housing foundation,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,391488298.0,Wisconsin Education Fairs Inc,3.0,71.96614,WISCONSIN EDUCATION FAIRS INC,wisconsin education fairs,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,391842999.0,Northern Wisconsin State Fair Association Inc,3.0,69.78847,NORTHERN WISCONSIN STATE FAIR ASSOC,northern wisconsin state fair assoc,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,391840248.0,Wisconsin State Fair Park Foundation Inc,3.0,69.78847,Wisconsin State Fair Park Foundation,wisconsin state fair park foundation,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,472854052.0,Fair Rates For Wisconsin Dairyland Inc,4.0,69.78847,FAIR RATES FOR WISCONSIN'S DAIRYLAND,fair rates wisconsin s dairyland,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,391583019.0,Wisconsin State Fair Dairy Promotion Fund Inc,6.0,64.68938,WISCONSIN STATE FAIR DAIRY PROMOTION FUND INC,wisconsin state fair dairy promotion fund,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,390796251.0,Central Wisconsin State Fair Association Of Marshfield Ltd,3.0,60.285408,CENTRAL WISCONSIN STATE FAIR,central wisconsin state fair,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,364016275.0,Wisconsin Illinois Senior Housing Inc,3.0,18.547348,WISCONSIN ILLINOIS SENIOR HOUSING INC,wisconsin illinois senior housing,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,320221543.0,Board Of Regents Of The University Of Wisconsin System,3.0,15.815401,,,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,371607380.0,Board Of Regents Of The University Of Wisconsin System,3.0,14.401241,,,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,371555378.0,Board Of Regents Of The University Of Wisconsin System,3.0,14.401241,,,auto,0.0,Not included in top 3 results.
Fair Wisconsin,4.0,113826659.0,Board Of Regents Of The University Of Wisconsin System,3.0,13.784939,,,auto,0.0,Not included in top 3 results.
Sixteen Thirty Fund/Not One Penny,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Planned Parenthood/Pennsylvania,4.0,232208281.0,Planned Parenthood Pennsylvania Advocates,4.0,156.07823,PLANNED PARENTHOOD PENNSYLVANIA,planned parenthood pennsylvania,manual,,
Planned Parenthood/Pennsylvania,4.0,250965474.0,Planned Parenthood Of Western Pennsylvania Inc,3.0,131.46823,PLANNED PARENTHOOD OF WESTERN PA INC,planned parenthood western pa,manual,,
Planned Parenthood/Pennsylvania,4.0,231989400.0,Planned Parenthood Association Of Pennsylvania Inc,3.0,131.46823,PLANNED PARENTHOOD ASSOCIATION OF PA,planned parenthood association pa,manual,,
Organize Now,4.0,271869914.0,Organize Now Inc,4.0,115.68926,ORGANIZE NOW INC,organize now,manual,,
Care Action Now,4.0,261728410.0,Care Action Now Incorporated,4.0,114.94411,CARE ACTION NOW INCORPORATED,care action now,manual,,
Working Assets Funding Service,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
American Assn of Orthopaedic Surgeons,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Alianza for Progress,4.0,825519787.0,Alianza For Progress Inc,4.0,130.78407,Alianza For progress inc,alianza progress,manual,,
Black Voters Matter Fund,4.0,813625061.0,Black Voters Matter Fund Inc,4.0,148.92865,Black Voters Matter Fund Inc,black voters matter fund,manual,,
Montana League of Rural Voters,4.0,810343766.0,Montana League Of Rural Voters,4.0,161.93613,,,manual,,
American Wind Action,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Swamp Accountability Project,4.0,825401286.0,Swamp Accountability Project,,164.30449,Swamp Accountability Project,swamp accountability project,manual,,
Public Integrity Alliance,4.0,460793813.0,Arizona Public Integrity Alliance Inc,4.0,109.13732,PUBLIC INTEGRITY ALLIANCE INC,public integrity alliance,manual,,
League of Conservation Voters,4.0,521733698.0,League Of Conservation Voters Inc,4.0,122.21175,LEAGUE OF CONSERVATION VOTERS INC,league conservation voters,manual,,
League of Conservation Voters,4.0,521379661.0,League Of Conservation Voters Education Fund,3.0,112.58537,LEAGUE OF CONSERVATION VOTERS EDUCATION,league conservation voters education,manual,,
League of Conservation Voters,4.0,931176721.0,The Oregon League Of Conservation Voters,4.0,112.58537,THE OREGON LEAGUE OF CONSERVATION,oregon league conservation,manual,,
League of Conservation Voters,4.0,541973929.0,Federation Of State Conservation Voters League Inc,4.0,109.75254,VIRGINIA LEAGUE OF CONSERVATION VOTERS,virginia league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,383481677.0,Federation Of State Conservation Voter Leagues Inc,4.0,106.438934,MICHIGAN LEAGUE OF CONSERVATION,michigan league conservation,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,522122715.0,Federation Of State Conservation Voter Leagues Inc,4.0,106.438934,MARYLAND LEAGUE OF CONSERVATION VOTERS,maryland league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,61525526.0,Federation Of State Conservation Voter Leagues Inc,4.0,106.438934,,,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,582525235.0,Federation Of State Conservation Voters Leagues Inc,4.0,104.88815,GEORGIA LEAGUE OF CONSERVATION VOTERS,georgia league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,560991894.0,North Carolina League Of Conservation Voters Inc,4.0,104.36638,NORTH CAROLINA LEAGUE OF,north carolina league,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,113095033.0,New York League Of Conservation Voters Inc,4.0,104.36638,NEW YORK LEAGUE OF CONSERVATION VOTERS,new york league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,371430158.0,Michigan League Of Conservation Voters Education Fund,3.0,104.36638,MICHIGAN LEAGUE OF CONSERVATION,michigan league conservation,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,522210858.0,Maryland League Of Conservation Voters Education Fund,3.0,104.36638,MARYLAND LEAGUE OF CONSERVATION VOTERS,maryland league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,311777101.0,Virgina League Of Conservation Voters Education Fund,3.0,104.36638,Virginia League of Conservation Voters,virginia league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,931177957.0,Oregon League Of Conservation Voters Education Fund,3.0,104.36638,THE OREGON LEAGUE OF CONSERVATION,oregon league conservation,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,810521030.0,Federation Of State Conservation Voter Leagues Inc,4.0,103.127594,MONTANA CONSERVATION VOTERS INC,montana conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,10536008.0,Federation Of State Conservation Voter Leagues Inc,4.0,103.127594,,,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,270800179.0,Federation Of State Conservation Voter Leagues Inc,4.0,102.19851,Conservation Voters of Pennsylvania,conservation voters pennsylvania,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,392018854.0,Federation Of State Conservation Voter Leagues Inc,4.0,100.98237,WISCONSIN CONSERVATION VOTERS INC,wisconsin conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,200016255.0,Federation Of State Conservation Voter Leagues Inc,4.0,100.98237,CONSERVATION VOTERS NEW MEXICO,conservation voters new mexico,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,222543128.0,Federation Of State Conservation Voter Leagues Inc,4.0,100.98237,FEDERATION OF STATE CONSERVATION,federation state conservation,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,721599019.0,Federation Of State Conservation Voter Leagues Inc,4.0,99.04455,CONSERVATION VOTERS FOR IDAHO INC,conservation voters idaho,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,880497866.0,Federation Of State Conservation Voter Leagues Inc,4.0,98.85801,Nevada Conservation League,nevada conservation league,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,237206810.0,North Carolina League Of Conservation Voters Foundation Inc,3.0,97.26689,NORTH CAROLINA LEAGUE OF CONSERVATION,north carolina league conservation,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,452995824.0,New Jersey League Of Conservation Voters Education Fund,3.0,97.26689,NEW JERSEY LEAGUE OF CONSERVATION VOTERS,new jersey league conservation voters,auto,0.0,Not included in top 3 results.
League of Conservation Voters,4.0,61582273.0,Connecticut League Of Conservation Voters Education Fund Inc,3.0,97.26689,,,auto,0.0,Not included in top 3 results.
American Action Network,4.0,270730508.0,American Action Network Inc,4.0,94.58171,American Action Network Inc,american action network,manual,,
American Action Network,4.0,364034958.0,Arab American Action Network,3.0,94.58171,Arab American Action Network,arab american action network,manual,,
American Action Network,4.0,841932865.0,Persian American Civic Action Network,3.0,86.48622,PERSIAN AMERICAN CIVIC ACTION NETWORK,persian american civic action network,manual,,
American Action Network,4.0,832125118.0,Israeli-american Civic Action Network,4.0,86.48622,,,auto,0.0,Not included in top 3 results.
American Action Network,4.0,461895861.0,American Hunters And Anglers Action Network,4.0,79.66904,AMERICAN HUNTERS & ANGLERS ACTION,american hunters anglers action,auto,0.0,Not included in top 3 results.
American Action Network,4.0,954428346.0,Media Action Network For Asian Americans,3.0,77.17893,,,auto,0.0,Not included in top 3 results.
American Action Network,4.0,320381289.0,American Military Families Action Network Corporation,3.0,74.5854,American Military Families,american military families,auto,0.0,Not included in top 3 results.
American Action Network,4.0,522340031.0,American Cancer Society Cancer Action Network Inc,4.0,73.84922,AMERICAN CANCER SOCIETY CANCER ACTION NETWORK INC,american cancer society cancer action network,auto,0.0,Not included in top 3 results.
American Action Network,4.0,850510946.0,Action Research Network Of The Americas Inc,3.0,71.541016,,,auto,0.0,Not included in top 3 results.
American Action Network,4.0,942949686.0,Pesticide Action Network North America Regional Center,3.0,71.21127,Pesticide Action Network North America,pesticide action network north america,auto,0.0,Not included in top 3 results.
American Action Network,4.0,871769413.0,Endometrial Cancer Action Network For African Americans,3.0,69.91434,Endometrial Cancer Action Network For African Americans,endometrial cancer action network african americans,auto,0.0,Not included in top 3 results.
American Action Network,4.0,320322840.0,Americans With Disabilities Act Ocean County Action Network,3.0,65.24361,,,auto,0.0,Not included in top 3 results.
American Action Network,4.0,460662435.0,American Land Title Association,6.0,25.804485,TITLE ACTION NETWORK,title action network,auto,0.0,Not included in top 3 results.
iAmerica Action,4.0,474489515.0,Iamerica Action,,151.9992,,,manual,,
American Chemistry Council,,530104410.0,American Chemistry Council,6.0,122.14472,AMERICAN CHEMISTRY COUNCIL,american chemistry council,manual,,
One Nation,4.0,271937961.0,One Nation,4.0,79.28839,ONE NATION,one nation,manual,,
One Nation,4.0,851249698.0,One Nation,3.0,79.28839,,,manual,,
One Nation,4.0,851123404.0,One World One Nation,3.0,77.62257,One World One Nation,one world one nation,manual,,
One Nation,4.0,813409389.0,One Faith One Nation,3.0,77.62257,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,333822690.0,One World One Nation,3.0,77.62257,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,270592502.0,One Native Nation Foundation Inc,3.0,75.289474,ONE NATIVE NATION FOUNDATION INC,one native nation foundation,auto,0.0,Not included in top 3 results.
One Nation,4.0,820597423.0,One Love One God One Nation,3.0,75.10167,ONE LOVE ONE GOD ONE NATION,one love one god one nation,auto,0.0,Not included in top 3 results.
One Nation,4.0,873253485.0,One Nation One Project Inc,3.0,72.30909,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,880614122.0,One Nation Innovation,3.0,71.10039,ONE NATION INNOVATION,one nation innovation,auto,0.0,Not included in top 3 results.
One Nation,4.0,464248052.0,One Jam Nation,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,815050442.0,One Love Nation,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,474076559.0,One Nation Inc,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,912158218.0,One Nation Inc,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,853128916.0,One Nation Movement,3.0,71.10039,One Nation Movement,one nation movement,auto,0.0,Not included in top 3 results.
One Nation,4.0,882125108.0,One Nation Preservation,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,850485550.0,One Nation Project,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,472218200.0,One Nation Veterans,19.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,862632667.0,One Tree Nation,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,830642654.0,One Nation Athletics,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,581289413.0,One Nation Church,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,882257252.0,One Nation Church,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,851122543.0,One Nation Inc,3.0,71.10039,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,262636182.0,One Family Fellowship One Nation Inc,3.0,67.697105,ONE FAMILY FELLOWSHIPONE NATION INC,one family fellowshipone nation,auto,0.0,Not included in top 3 results.
One Nation,4.0,872814657.0,One Nation Under One God Community,3.0,67.697105,,,auto,0.0,Not included in top 3 results.
One Nation,4.0,822267805.0,One Nation Dream Makers,3.0,64.44807,One Nation Dream Makers,one nation dream makers,auto,0.0,Not included in top 3 results.
Libre Initiative,4.0,452686411.0,Libre Initiative Trust,,114.01046,,,manual,,
Libre Initiative,4.0,454123383.0,Libre Initiative Institute Inc,3.0,103.34411,,,manual,,
SecureAmericaNow.org,4.0,273711817.0,Secureamericanoworg,4.0,120.59249,SECUREAMERICANOWORG,secureamericanoworg,manual,,
Enterprise Freedom Action Cmte,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Right Way Initiative,4.0,474910347.0,Right Way Initiative Inc,,122.24202,RIGHT WAY INITIATIVE INC,right way initiative,manual,,
Your Vote Matters,4.0,394564260.0,Your Vote Matters Inc,4.0,148.81444,YOUR VOTE MATTERS INC,your vote matters,manual,,
Associated Builders & Contractors,6.0,520579380.0,Associated Builders & Contractors Inc,6.0,90.37612,ASSOCIATED BUILDERS AND CONTRACTORS INC,associated builders contractors,manual,,
Associated Builders & Contractors,6.0,860763845.0,Associated Builders & Contractors Inc,6.0,89.18373,ABA ARIZONA BUILDERS' ALLIANCE,aba arizona builders alliance,manual,,
Associated Builders & Contractors,6.0,680203295.0,Community Home Builders Associates,3.0,85.81816,COMMUNITY HOME BUILDERS AND ASSOCIATES,community home builders associates,manual,,
Associated Builders & Contractors,6.0,481086925.0,Harvey County Builders & Associates,6.0,85.81816,,,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,391158527.0,Associated Builders & Contractors Inc,6.0,85.72238,ASSOCIATED BUILDERS & CONTRACTORS OF,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,540836531.0,Associated Builders & Contractors Inc,6.0,85.72238,ASSOCIATED BUILDERS & CONTRACTORS,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,510101354.0,Associated Builders & Contractors Inc,6.0,85.72238,ASSOCIATED BUILDERS AND CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,990272037.0,Associated Builders & Contractors Inc,6.0,85.72238,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,920163014.0,Associated Builders & Contractors Inc,6.0,85.72238,Associated Builders &,associated builders,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,550677947.0,Associated Builders And Contractors,6.0,85.72238,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,336227695.0,Associated Builders & Contractors Inc,6.0,83.8813,ABC OF SOUTHERN CALIFORNIA BENEFIT,abc southern california benefit,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,237298705.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOC BUILDERS & CONTRACTORS OF,assoc builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,386087670.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,620850294.0,Associated Builders & Contractors Inc,6.0,83.8813,GREATER TENNESSEE CHAPTER ASSOCIATED,greater tennessee chapter associated,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,520786957.0,Associated Builders & Contractors Inc,6.0,83.8813,BALTIMORE METROPOLITAN CHAPTER OF ABC,baltimore metropolitan chapter abc,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,310840204.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,521470623.0,Associated Builders & Contractors Inc,3.0,83.8813,MARYLAND ASSOCIATION OF COMMUNITY ACTION AGENCIES,maryland association community action agencies,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,953000378.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,237361434.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,520810991.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS & CONTRACTORS,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,454465356.0,Associated Builders & Contractors Inc,6.0,83.8813,Associated Builders & Contractors -,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,381803328.0,Associated Builders & Contractors Inc,6.0,83.8813,Associated Builders & Contractors of MI,associated builders contractors mi,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,760238139.0,Associated Builders & Contractors Inc,6.0,83.8813,Associated Builders & Contractors Inc,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,840681306.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Associated Builders & Contractors,6.0,770497495.0,Associated Builders & Contractors Inc,6.0,83.8813,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,auto,0.0,Not included in top 3 results.
Sixteen Thirty Fund/Make it Work Action,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Avaaz Foundation,4.0,205050267.0,Avaaz Foundation,4.0,127.75468,AVAAZ FOUNDATION,avaaz foundation,manual,,
Fund for Economic Growth,4.0,611579521.0,Fund For Economic Growth,,136.58798,,,manual,,
America Working Together,4.0,813512949.0,America Working Together,,129.93002,AMERICA WORKING TOGETHER,america working together,manual,,
Citizens for a Sound Government,4.0,450924894.0,Citizens For A Sound Government,4.0,164.69586,CITIZENS FOR A SOUND GOVERNMENT,citizens sound government,manual,,
America Next,4.0,463681383.0,America Next Inc,4.0,76.69337,AMERICA NEXT,america next,manual,,
America Next,4.0,474372890.0,Our Next America,,76.69337,,,manual,,
America Next,4.0,843367628.0,Next American Generation Foundation,3.0,66.13319,NEXT AMERICAN GENERATION FOUNDATION,next american generation foundation,manual,,
America Next,4.0,831253135.0,Taiwanese American Next Generation Assoc,3.0,63.03828,,,auto,0.0,Not included in top 3 results.
America Next,4.0,274509883.0,Next Great American Poet- Incorporated,3.0,60.472496,THE NEXT GREAT AMERICAN POET,next great american poet,auto,0.0,Not included in top 3 results.
America Next,4.0,844692676.0,Guiding Americas Next Generation --gang,3.0,60.472496,,,auto,0.0,Not included in top 3 results.
America Next,4.0,10934439.0,Teach And Educate America For The Next Millenium,3.0,50.57992,,,auto,0.0,Not included in top 3 results.
America Next,4.0,813753463.0,Korean American Next Generation Foundation Aka Kang Foundation,3.0,48.12152,KOREAN AMERICAN NEXT GENERATION,korean american next generation,auto,0.0,Not included in top 3 results.
America Next,4.0,853120513.0,American Council Of The Blind Next Generation Inc,3.0,48.12152,,,auto,0.0,Not included in top 3 results.
America Next,4.0,851300811.0,American Youth Football Inc,3.0,18.023315,,,auto,0.0,Not included in top 3 results.
America Next,4.0,874804639.0,American Youth Football Inc,3.0,15.820943,,,auto,0.0,Not included in top 3 results.
America Next,4.0,821149603.0,Americans For Constitutional Education,3.0,15.0114155,AMERICANS FOR CONSTITUTIONAL EDUCATION,americans constitutional education,auto,0.0,Not included in top 3 results.
America Next,4.0,831746990.0,Housing Advancement And Affordability For American Communi,3.0,14.909975,,,auto,0.0,Not included in top 3 results.
Concerned Veterans for America,4.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
CASA in Action,4.0,272145405.0,Casa In Action,4.0,118.67299,CASA IN ACTION INC,casa in action,manual,,
CASA in Action,4.0,270011031.0,Faith In Action For Cass County,3.0,81.54566,FAITH IN ACTION FOR CASS COUNTY,faith in action cass county,manual,,
West Virginia Chamber of Commerce,6.0,550306990.0,West Virginia Chamber Of Commerce,6.0,131.12048,WEST VIRGINIA CHAMBER OF COMMERCE,west virginia chamber commerce,manual,,
West Virginia Chamber of Commerce,6.0,550487666.0,United States Junior Chamber Of Commerce,4.0,32.99283,,,manual,,
Latino Victory Project,4.0,464651149.0,Latino Victory Project,4.0,135.61295,LATINO VICTORY PROJECT,latino victory project,manual,,
America's Renewable Future,,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Freedom Partners Chamber of Commerce,6.0,,,,,,,auto,0.0,Not found in ProPublica's NonProfit Explorer search method.
Center Forward,4.0,272429741.0,Center Forward,4.0,82.1837,CENTER FORWARD,center forward,manual,,
Center Forward,4.0,851095654.0,Center Forward Foundation,3.0,73.69673,CENTER FORWARD FOUNDATION,center forward foundation,manual,,
Center Forward,4.0,237275324.0,Families Forward Learning Center,3.0,66.801506,FAMILIES FORWARD LEARNING CENTER,families forward learning center,manual,,
Center Forward,4.0,450561173.0,Spring Forward Learning Center,3.0,66.801506,SPRING FORWARD LEARNING CENTER,spring forward learning center,auto,0.0,Not included in top 3 results.
Center Forward,4.0,851454980.0,Learning Forward Education Center,3.0,66.801506,Learning Forward Education Cen,learning forward education cen,auto,0.0,Not included in top 3 results.
Center Forward,4.0,863190561.0,Forward Flag Wellness Center,3.0,66.801506,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,454842055.0,Forward Christian Center Inc,3.0,66.801506,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,814850610.0,Flash Forward Therapy Center Inc,3.0,63.404144,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,203838952.0,Forward Bound Youth Service Center,3.0,62.647987,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,930670856.0,Step Forward Activity Center Inc,3.0,61.088,STEP FORWARD ACTIVITIES INC,step forward activities,auto,0.0,Not included in top 3 results.
Center Forward,4.0,263897423.0,Forward Focus Youth Enrichment Center,3.0,61.088,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,882057299.0,Move Forward & Live Center Inc,3.0,61.088,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,452762259.0,Forward Church Worship Center Inc,3.0,61.088,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,934194035.0,Step Forward Learning Center Inc,3.0,61.088,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,753094243.0,Forward Training Center Of Hood County,3.0,56.27605,Forward Training Center of Hood County,forward training center hood county,auto,0.0,Not included in top 3 results.
Center Forward,4.0,364765690.0,Forward Progress Arts & Entertainment Centers Inc,3.0,53.127365,FORWARD PROGRESS ARTS & ENTERTAINMENT CENTERS INC,forward progress arts entertainment centers,auto,0.0,Not included in top 3 results.
Center Forward,4.0,834404582.0,Looking Forward - Life And Job Skills Training Center,3.0,48.61883,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,954793686.0,Pay It Forward Center For Seniors Developmental Inc,3.0,48.61883,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,820821359.0,Century Forward,3.0,48.197563,,,auto,0.0,Not included in top 3 results.
Center Forward,4.0,834404580.0,Looking Forward Life And Job Skills Training Center Inc,,45.522522,,,auto,0.0,Not included in top 3 results.
California Labor Federation AFL-CIO,,940362030.0,American Federation Of Labor & Congress Of Industrial Orgs,5.0,49.781616,California Labor Federation AFL-CIO,california labor federation afl cio,manual,,
Our Revolution,4.0,813260391.0,Our Revolution,4.0,94.208664,Our Revolution,our revolution,manual,,
Our Revolution,4.0,821438321.0,Our Revolution-texas,4.0,84.479095,OUR REVOLUTION-TEXAS,our revolution texas,manual,,
Our Revolution,4.0,814853693.0,Our Wisconsin Revolution Inc,4.0,76.57444,OUR WISCONSIN REVOLUTION INC,our wisconsin revolution,manual,,
Our Revolution,4.0,364854716.0,Our Revolution Az Valley Of The Sun,,59.798653,,,auto,0.0,Not included in top 3 results.
Our Revolution,4.0,616039199.0,National Society Of The Daughters Of The American Revolution,3.0,12.3874035,,,auto,0.0,Not included in top 3 results.
Planned Parenthood/North Carolina,4.0,581484820.0,Planned Parenthood Of Central North Carolina Inc,3.0,142.48923,,,manual,,
We Are Wisconsin,4.0,451539515.0,We Are Wisconsin Inc,4.0,112.76222,,,manual,,
Equality Pennsylvania,4.0,270860185.0,Equality Pennsylvania,4.0,108.90194,EQUALITY PENNSYLVANIA,equality pennsylvania,manual,,
